Avg. Area Income,House Age,Number of Rooms,Number of Bedrooms,Area Population,Price,Address
62207.47581,15,7,2,34317.53831,1280431.574,"2084 Carter Highway Suite 935
New Stevenmouth, DE 67121"
57477.95076,2,2,2,23649.96887,568703.1838,"2105 Lauren Radial
Lake Michellestad, FL 92096-6812"
55630.48896,8,2,1,38943.09599,1200764.844,"3407 Preston Pine
East Mark, NY 86626-3319"
72399.30556,13,3,1,41662.00007,1607161.637,"719 Raymond Route
West Diane, ME 60200-7803"
89868.89193,11,7,5,30101.72457,1421715.415,"310 Paul Mill Suite 863
Pamelaland, AS 20202-1133"
59801.49103,18,5,3,33534.9264,311111.2006,"47705 Bethany Forge Suite 965
North Heatherhaven, ND 10371"
61957.1543,7,7,1,38448.49148,1338044.383,"791 Noble Port
Michaelland, OK 69198"
71123.43282,13,2,5,44020.1441,1417870.983,"143 Thomas Rapid Apt. 929
West Laurieport, ND 69617"
55202.70547,19,7,6,28424.95165,796389.438,"690 Lozano Inlet
Michelleville, AL 07048-6472"
79298.12201,15,6,5,15753.26664,1310207.133,"3591 Pham Spring Suite 077
Lisaport, CT 43572"
65070.56701,19,3,1,24852.56515,994897.7278,"Unit 9227 Box 8732
DPO AE 73770"
68494.98255,13,7,3,13998.57121,1202987.829,"530 Johnson Circles
Cathyborough, MN 30306"
55702.20538,15,5,4,40087.79561,768751.9005,"029 Patricia Bridge Apt. 540
Tranmouth, MP 59378-9231"
57233.60849,13,5,2,37374.91924,1211655.305,"880 Julie Union Suite 360
Sarahchester, LA 70074-3596"
85313.88545,1,7,1,23974.43557,1540418.222,"85227 Kevin Stream Suite 299
Lake Todd, WV 65286"
60224.65171,6,5,2,42182.86211,712228.4243,"97544 Williams Unions Suite 893
South Harry, ME 21119"
73873.81919,4,5,6,33336.32735,1525533.407,"844 Hanson Points
East Lisa, ME 83883"
63149.48523,1,7,3,37578.84687,1034218.402,"171 Rocha Via
Cassandrafort, RI 90064-6234"
58593.79404,13,4,3,39287.5279,874103.6606,"2758 Joshua Mission
Lake Chelsea, AS 18304-4644"
73839.87242,1,4,1,47602.51021,1912825.285,"75441 Ritter Corners
North Roberttown, UT 52401-4300"
75984.83111,12,3,6,42248.68586,1754770.59,"7815 Burns Skyway Suite 637
Melissaborough, TX 51087-6056"
82145.36942,16,3,4,25736.09605,1340066.913,"885 Veronica Stravenue
Wilsonland, FM 77249-8036"
69017.1828,18,4,3,55830.75284,1446756.863,"42822 Billy Lights
Tranchester, TX 45052"
75429.17898,0,4,4,36769.24968,1592768.242,"39474 Steven Fort Apt. 881
Kristaport, OR 79397-4419"
69513.53892,8,2,2,14054.05343,660364.9813,"030 Jason Coves Apt. 387
Lake Christophershire, CA 88567"
57782.41708,2,4,3,33426.84938,861321.5807,"Unit 2107 Box 1980
DPO AA 76733"
74372.13845,19,7,5,34321.96015,1648246.774,"111 Wilson Cape Suite 484
Hernandezton, VI 53808"
63522.12193,16,3,2,31995.52529,977135.8857,"720 Vasquez Crest
Roberthaven, OK 57313"
61193.71483,19,5,5,33196.05984,1591934.19,"518 Gilmore Stream Suite 013
Lake Donald, ND 18581"
60316.79073,2,7,6,33831.89363,695386.331,"126 Kim Mount Apt. 763
Mariemouth, TN 60875"
58469.9122,9,4,1,33547.98482,568977.0728,"43340 Thomas Mission Suite 671
Longport, VT 28226"
75179.90299,16,2,1,23978.0933,935590.8043,"38138 Carter Shores
Lake Felicia, OK 96739-7550"
56186.96329,11,4,4,41855.65474,984311.7745,"569 Jeremy Orchard
New Randy, RI 27359-4665"
73225.0663,14,7,3,61830.53972,1796245.808,"81623 Jenna Brook
Davidfort, PR 76020"
74338.92771,18,6,3,18057.17178,720080.2321,"6548 Christopher Pike
West Adammouth, NJ 07199"
52188.11873,16,4,2,42495.75468,783808.4025,"56449 Walters Forks
Port Juliaburgh, DE 80081"
83311.10394,15,2,1,30386.36631,1598615.974,"2172 Jensen Lodge
Porterport, NJ 82686-8071"
72288.6752,14,3,4,39146.9205,1564125.238,"20276 Kelsey Plains Apt. 162
New Angiefort, DE 15768-7899"
54866.21569,10,5,6,35192.84403,929480.6299,"193 Green Causeway Suite 635
Sotoburgh, NJ 15816-5656"
85759.65776,18,7,2,25897.75802,1414495.343,"222 Kevin Walks
North Robertoton, FL 87877"
59453.34204,19,2,3,29697.64481,837668.1026,"809 May Mills
Yoderburgh, NH 42375-8927"
69878.7742,11,3,6,26814.17475,1197515.454,"48635 Burch Pine
Lake Ellen, KY 06268"
59243.29763,7,5,5,51405.35248,1232004.83,"63891 Rebecca Stravenue Suite 746
East Vincentland, NV 30237"
57853.3302,2,3,6,47688.2266,1285933.408,"507 Dorsey Harbor Suite 445
North Jacobbury, ID 07463"
66643.31463,13,7,1,30971.15711,1361521.983,"475 Robert Road Apt. 547
Charlotteburgh, CO 82148-4460"
69248.29959,12,2,4,35990.10339,1090826.374,"1249 Rodriguez Skyway
East Laura, UT 81039"
75129.72116,14,7,3,41620.2893,1475319.699,"9699 Gilbert Trail
Port Marymouth, VT 17881"
76209.99531,6,6,2,22721.6494,1066659.383,"3283 Wu Greens
West Michelleton, AS 48620"
69342.37657,0,4,6,21641.97286,1117432.98,"814 King Fords
Ortizton, WY 09795"
77630.95508,14,5,2,31739.88912,1420283.559,"003 Steven Port Apt. 012
North Michaelbury, UT 27451-2671"
68929.15807,5,6,1,172.6106863,840272.8649,"178 John Fork Apt. 779
East James, VT 90132"
70990.80491,2,7,4,30904.25303,1024907.94,"USNS Fuentes
FPO AE 40375"
55860.68084,20,7,3,40335.22028,1494241.226,"4458 Cabrera Plains Apt. 502
Mezamouth, MP 58250"
56380.9884,11,5,6,43994.24411,1125880.487,"3167 George Knolls Apt. 993
East Loriside, DC 16819-7638"
64306.33882,13,5,1,30762.36021,1082455.018,"74367 Howard Cliff
Antoniotown, CO 92048"
76547.9567,0,4,6,40564.64489,1554634.995,"9453 Kirk Summit Apt. 368
North Lukechester, PA 24710"
57101.71705,5,5,1,41104.46662,1011365.365,"7958 Mills Lock Apt. 983
Brandonville, DE 25191-2184"
76192.65604,9,5,4,21245.84162,1432756.517,"22588 Brian Forge Suite 588
South Michelleside, NE 62469-4467"
79585.55223,12,6,3,31773.3374,1612717.553,"53578 Rachel Estate Suite 891
Daviesstad, MH 60772"
70759.8558,18,4,5,25981.831,973299.8618,"1981 Green Fall Suite 828
West Kimberlyburgh, RI 99528"
76907.23816,13,7,1,21658.40932,679228.9927,"433 Patterson Parkways
East Ryan, RI 32244-3823"
64744.94244,5,7,5,28880.01759,1270999.939,"90703 Isaac Path Apt. 296
Lake Leonard, SC 34290-2341"
51976.02393,18,7,6,36360.16875,910211.0189,"258 Joshua Village Apt. 843
Jamesborough, HI 72801-0033"
61252.63767,0,4,4,40890.26603,1026271.796,"3505 Smith Spring
Lake Ashleyville, WY 32703-3550"
58841.14292,5,4,5,39555.07059,1496729.536,"78312 Martin Terrace Suite 957
New Kimberly, ND 49455"
79112.64141,17,7,5,33771.74049,1490539.058,"8923 Theresa Corner
New Annefort, KS 04537"
76056.28911,2,4,3,28470.70147,1491838.494,"648 Mark Green
New Aaronberg, MD 57319-9128"
52399.64822,19,5,3,18092.13036,996771.2482,"4118 Gallagher Cliff Suite 158
Lake Alejandrochester, MO 76400-5583"
77551.6278,18,6,3,35834.493,1064854.309,"23662 Tiffany Oval Apt. 301
Stephanieburgh, NM 67091-0155"
64160.81595,10,4,1,32339.00628,985749.7874,"6049 Jacqueline Centers
Elizabethberg, WA 74545"
71167.03414,7,7,1,35174.87134,1952622.402,"51952 Nelson Radial Apt. 701
West Joshuafort, ID 09690-7341"
84963.66341,9,2,3,40447.01075,1754969.162,"758 Chen Ramp
North Angela, IL 06000"
59712.82231,7,7,4,42601.84262,1122240.364,"USNS Webb
FPO AP 49097"
77733.73119,17,5,4,32074.57599,1236931.728,"672 Larson Ramp
Robertside, NC 16903"
85707.07875,13,2,5,10424.41625,966084.4204,"052 Robin Ridges Apt. 575
West Shelbyshire, MN 47834"
70280.36135,12,4,6,39662.74187,852268.6717,"Unit 0180 Box 6419
DPO AP 42418-5393"
69330.74122,8,6,6,30097.83559,1280669.873,"3556 John Mountains Suite 339
West Michael, KS 02710"
72988.70597,0,2,1,50566.6448,1190213.513,"6925 Sherry Run
Mcdonaldville, VT 76937"
65697.82067,8,2,6,28742.12595,1123851.141,"5916 Wendy Lake Apt. 451
Lake Julieborough, FL 94486"
76245.21847,20,7,3,32016.23476,1689120.427,"7683 Susan Circles
Jimenezview, ID 13223-8250"
53546.87214,4,2,5,45504.20369,1573347.788,"7336 Joyce Street
Ryanberg, OH 51245"
73643.0573,8,4,1,43152.13958,1696977.663,"127 Sharp Well
North Bernardbury, IA 84600"
84774.45122,4,5,5,32383.55544,1414286.724,"Unit 1747 Box 4835
DPO AE 80269"
58140.94032,17,2,5,49337.53152,755292.1144,"420 Miller Green Apt. 769
Amyview, NH 15629-9831"
61881.16372,7,3,4,21397.4486,714706.4289,"499 Mcintosh Parks
Alexandraport, MN 57727"
75312.25951,20,6,6,9487.921585,944001.5583,"004 Susan Lights Apt. 864
Ericstad, SD 18478"
81328.8073,3,2,2,31231.5444,1523136.485,"38412 George Forge Apt. 680
West Erika, MO 03932-3322"
77931.47646,11,6,1,23182.60485,1422916.811,"8073 Miles Shores Apt. 760
Garciamouth, AK 75136"
84602.59697,12,2,4,39683.438,1945618.658,"1391 Kimberly Port
Smithhaven, WA 19630"
72445.0333,20,4,6,69553.98833,1726719.067,"2763 Victoria Pine Apt. 066
West Stephanie, OH 49110-6029"
57497.12815,12,2,1,43204.15762,1051123.833,"06882 Snyder Lake Suite 677
East Tracy, VT 49709-4496"
87266.34023,18,3,6,45161.18768,2249122.541,"03567 Scott Fork
West Lisahaven, ND 55466-3035"
62431.9381,16,3,6,44115.98342,1523915.145,"9249 Robert Cliffs
New Susan, AR 48038"
72107.42807,12,5,3,29981.34654,1039517.534,"Unit 5105 Box 8178
DPO AP 03939"
55577.07175,12,3,5,19560.01241,818057.8953,"931 Bradley Locks Apt. 730
Justinborough, KY 10998-7603"
62327.89441,5,3,2,43364.42819,1115466.585,"7909 Freeman Plains Suite 223
Griffithside, OR 90674"
73931.14266,12,7,5,29568.95886,1258178.804,"4901 Michelle Estate Suite 734
New Aimeemouth, MH 31261"
63429.27469,9,2,6,37998.99693,1435423.708,"Unit 1395 Box 3341
DPO AE 13371-5663"
73423.90295,5,6,4,34711.78242,1153470.44,"0831 Kathleen Mill
North Connieside, TN 84541-4719"
75175.87311,5,3,2,22367.48207,1425603.495,"9491 Parrish Springs Suite 070
Staceybury, OK 75939"
56636.24613,7,5,4,28139.36846,1048350.692,"631 Jessica Throughway Suite 879
Elizabethfort, OR 35556-5686"
67665.93963,12,4,1,24758.48906,1214482.379,"3632 Lacey Course Suite 840
Kelseyview, WY 57348-0308"
65986.81794,14,7,6,24056.60447,821859.0657,"559 David Mall Apt. 334
Port Mark, MA 66518-9630"
54273.91488,9,6,1,24233.06146,753652.2718,"59380 Jordan Forge Suite 680
South Angela, OH 93823-2369"
75547.84162,5,6,3,40043.10216,1220001.334,"914 Harry Bypass
Mccannborough, FL 87366"
70151.08661,1,4,2,15255.23776,1075675.108,"USNV Williams
FPO AA 55365-5477"
74449.12174,1,2,1,24837.59073,1396082.352,"408 Davis Lakes
Arianaton, TN 06641"
66919.64032,17,6,2,18867.78162,1137801.933,"91853 Ford Drive
Princechester, PW 94622-8419"
68473.86312,19,4,2,43146.98202,1159953.593,"196 Brian Village Suite 689
Christensenland, NV 93801-8912"
76113.21733,20,5,1,26481.51177,1487849.876,"8231 Douglas Pines
Michaelbury, IN 40415"
61212.19548,10,6,6,32045.55987,1103072.439,"08136 Sparks Common Suite 382
West Rachaelville, MH 17135-7024"
59768.80592,12,7,5,26202.63146,897291.1153,"637 Jesse Mountain
South Amanda, ME 03675-4416"
78847.53637,16,6,1,20653.89831,1214320.574,"530 Anderson Mill Apt. 727
South Brendaborough, OR 37626"
75735.3429,1,4,3,37268.26997,1364363.375,"7874 Reynolds Road
Rileystad, WY 26189"
77847.34897,15,6,6,30231.80829,1249092.928,"USNS Beard
FPO AP 37680-7514"
56231.1618,13,6,4,52657.03375,946479.2349,"427 Melendez Court Suite 745
South Misty, PW 59633-0548"
89163.49859,11,3,1,44016.14744,1659805.184,"24016 Smith Crossroad
West Sherryburgh, NV 03282"
62377.06447,15,2,1,39075.95638,1285399.565,"7508 Alyssa Mission
Mccartytown, AL 15250-4289"
68864.2823,0,6,4,29802.32138,898281.9025,"9596 Martinez Parks Apt. 781
North Larryborough, AR 08957"
82440.89576,4,3,5,27545.52954,1483848.169,"55087 Debbie Place Suite 789
Sarahburgh, WY 35157-7341"
60948.88088,3,4,6,39754.38814,1353488.416,"366 Nancy Lock Suite 459
Grantland, FM 70532"
69729.60586,18,5,3,31719.74264,1268703.811,"029 Smith Plains
Lindseyville, NV 06256-8392"
75491.79999,19,7,2,26013.68048,1448573.845,"USS Walker
FPO AP 95931-9404"
80648.06571,0,4,4,35091.95553,1343605.8,"998 Munoz Terrace Suite 265
Jacobstad, ND 61608"
84036.59865,14,3,3,32766.60197,1511537.745,"PSC 5629, Box 1683
APO AA 30380-2875"
76590.37671,6,3,6,40643.07833,1662038.759,"55849 Jenkins Walks Apt. 940
Benderview, KS 44342"
63534.45596,14,3,5,38128.9837,1166673.195,"85930 Gardner Underpass Apt. 339
North Mandytown, VT 93457"
67269.99554,14,5,5,41780.47369,1375633.373,"31512 Karina Street
Lake Aaron, UT 10919"
50887.44007,9,4,4,47731.01076,839638.461,"93436 Robin Greens
Combsside, KY 24257-6372"
80597.1118,1,5,1,34487.57476,1638265.395,"2608 Penny Stream Suite 360
New Brettport, WI 37004-4215"
66041.12358,5,4,2,40163.97083,1385400.456,"1993 Gibson Freeway
Lake Michael, WI 24423"
81316.38029,20,6,1,35589.59472,1153233.241,"54406 Matthew Ramp
Travisshire, MI 61690-5478"
67877.02913,12,3,6,43300.95464,1370178.474,"8077 David Isle Suite 263
Rodneyborough, NJ 18874-5386"
69306.95842,7,3,2,36851.38401,1181877.183,"9573 Tina Rest Apt. 034
Simstown, AR 51547"
61200.72618,15,5,5,42789.69222,894251.0686,"45153 Salas Hollow Apt. 148
West Erica, SD 93725"
70619.16697,12,3,4,37865.64855,1421135.815,"15057 Larsen Locks
Mcmahonview, SC 51585-5774"
69910.85188,9,6,5,38440.73729,1028964.474,"08194 Shelby Overpass
Gravesfurt, VT 41650-3581"
64889.21934,6,2,1,25904.97991,923508.1257,"9324 Miller Throughway Apt. 765
Millsside, PA 86470-2619"
69900.13396,2,2,4,32679.18766,1599634.465,"00985 Michael Fields Suite 034
Wandahaven, CO 62328"
79045.0398,5,5,6,24721.95904,1369186.07,"96627 Trujillo Via Apt. 159
Connorville, DC 88114-9490"
76460.22067,15,3,5,46851.04219,1748782.809,"0091 Park Junction
Port Leslie, AZ 49290"
58307.72788,20,6,2,25509.06978,1150877.735,"478 Charles Trail
West Christopher, NH 85839"
56679.01602,14,5,5,40785.0273,1110598.755,"361 Stephen Burgs
North Michaelview, AL 42767"
58823.05019,8,3,1,38682.56933,1159207.085,"278 Mccormick Brooks
New Margaretland, NC 90315-1115"
80836.34486,10,4,1,49864.46977,1811377.221,"81773 Hunter Ridges Suite 347
New Annstad, AK 53180-3670"
67710.11298,12,6,2,25222.46242,1267443.398,"566 Eric Ford
Jasonmouth, CO 83797-1879"
70027.64713,4,2,1,40512.81685,1352547.693,"69659 Owens Path Apt. 651
North Michael, FM 93545"
36100.44423,7,6,1,44901.85734,599504.0193,"842 Duane Brook Apt. 380
Monicaview, AR 01639-3032"
67217.48614,4,5,6,23999.75522,717213.2688,"0302 Laurie Curve
Johnnyfurt, SC 53321-7866"
63657.27563,19,7,3,36391.92539,1008712.575,"0022 Young Rest
Lake Kevin, CA 25438-1821"
71468.2717,12,3,6,36377.83735,1071596.112,"7235 Tammy Islands
Dawnfort, NM 54549"
62989.5114,18,5,1,36913.35067,1397341.856,"668 Holloway Garden Apt. 481
Richardberg, UT 70614-3350"
69327.2601,19,2,4,31054.77532,1313304.588,"778 Gomez Centers
South Meagan, DE 82655-5020"
94902.23722,6,5,4,41662.08363,2106510.863,"2055 Rodriguez Light Suite 472
South Davidview, TX 70637"
79579.20471,7,2,4,31756.40564,1306458.906,"Unit 4693 Box 5974
DPO AP 07885-8587"
73756.11862,5,3,4,59485.06632,1354928.95,"PSC 3969, Box 0709
APO AE 18919-6165"
65873.93941,8,7,6,39785.62784,1582765.592,"25551 Barrera Roads
New Teresa, MI 82737-9223"
52934.43579,8,3,1,46520.69219,847155.0413,"12129 Felicia Ville Apt. 850
West Jessica, MS 20172"
82830.59353,5,5,5,32026.91225,1342245.969,"363 Frank Stream Apt. 529
East Lucasmouth, KS 62133-6540"
73930.83995,6,5,3,42702.40328,1363086.905,"6182 Hannah Locks Apt. 664
Emilyside, PA 31748"
58557.13128,20,7,3,54167.34162,1275318.562,"8947 Allen Stravenue Suite 234
East Alexandraburgh, NM 55053-2423"
51718.35461,7,7,2,49639.17324,1285923.734,"855 Carol Burgs
Frazierchester, MS 46812-0037"
69807.72336,6,3,2,51453.26516,1789607.526,"595 Daniel Manors
Jamesstad, CO 07651"
79627.62859,3,2,2,31638.85497,1196064.33,"73634 Mcintyre Pass
Tammyside, AL 76708-8615"
97112.36125,6,7,5,51470.06764,1917583.999,"35841 Christine Shore
Wallmouth, NC 98956-5357"
74354.23018,4,3,3,30091.11684,1370274.387,"59942 David Brook Suite 114
East John, DC 09236-7627"
72481.02619,3,5,4,45160.10161,1677204.246,"817 Barbara Ville Apt. 469
Port Mary, CT 03068"
73093.48649,0,7,4,41796.12563,1439714.281,"514 Martin Ford
Smithmouth, OR 69870"
51992.74329,17,3,2,21759.50613,1012262.712,"073 Martinez Neck Suite 992
North Sara, MA 27515"
66484.04819,16,2,2,51712.14409,1511743.129,"5035 Daniel Port Suite 074
Port Jordanbury, SC 46334-0480"
81182.15391,19,6,5,34141.18824,1131154.518,"9758 James Stream
Port Bryanview, ID 99846-0784"
79103.94328,17,4,5,25767.8186,764860.4627,"247 Betty Mall Suite 117
North Samantha, DE 69390"
75070.26257,8,5,6,44682.75733,1681316.362,"138 Coleman Parks
West Travis, PW 22854"
44688.56382,20,3,3,25120.99203,291724.2456,"5460 Shawna Throughway
Lake Jermaine, MS 94725"
73726.17986,13,2,6,28666.77112,1013252.209,"9222 Gross Cove
Lake Davidshire, CT 71099"
64038.99388,20,5,4,54130.97595,1194709.628,"32536 Brown Square Apt. 331
Thomastown, AK 08587-4493"
69896.51919,8,7,4,38180.82233,1463003.056,"99806 Darren Mount Suite 505
Dawnborough, NH 07786-7190"
73723.45535,19,3,3,24723.27865,1453327.916,"Unit 5439 Box 2269
DPO AE 18066-3647"
79996.61103,8,6,4,28067.63161,1291506.386,"988 Moore Underpass Suite 690
New Elizabethburgh, AZ 76937-4021"
61538.90779,3,3,3,51154.13258,1625508.013,"4078 Christine Passage Apt. 095
South Ethanland, WA 16373"
47065.0533,13,6,3,24125.87581,566896.2123,"006 Miller Orchard Suite 211
Port Louis, WY 09440"
82381.54875,13,3,2,36655.12894,1468513.244,"06207 Dean Parkways Suite 455
Lake Haileyfort, MI 73004"
80857.44245,17,7,5,44385.31241,1573105.981,"7652 Nicole Extension Suite 206
Lake Angela, KY 89831-0175"
60893.76408,5,5,3,49076.75735,968360.5234,"2220 Sullivan Shoal Apt. 664
New Gabriel, UT 12666-0446"
66356.05996,16,4,1,38022.8382,1309985.887,"8220 Cindy Land
Brownland, MA 40384"
78438.36946,14,7,4,35220.38316,1361219.3,"653 Amy Ports Suite 817
Lake Calebstad, TX 33969-7942"
61215.57661,6,4,4,36495.17095,1465120.47,"4542 Sanchez Stream
New Steven, IN 42368-9011"
64907.98025,13,2,1,46677.2744,1571464.965,"4037 Wolfe Mount
Alexanderburgh, TN 66040-2962"
80008.66783,3,2,6,45889.89049,1629098.182,"40592 Joanne Meadow
Lake Ericshire, MS 82383-5094"
71356.30273,9,3,3,36998.47979,1182335.68,"20215 Chase Groves
New Frank, IA 76417-4251"
72432.70034,0,2,1,35039.46939,1010813.709,"553 Debra Corner Apt. 716
North Douglasland, OR 61608-7223"
67284.47485,2,3,3,24942.88585,924728.5374,"62937 Katherine Roads Suite 190
New Richardmouth, ID 32823"
62653.09246,12,7,5,41467.86766,1382110.278,"882 Carrie Drives Suite 866
Heidihaven, VT 22098"
63968.60858,9,2,1,27404.50027,1366727.663,"9111 Amy Landing
Port Andrewbury, PA 60420"
74233.94584,17,5,3,32875.76905,1297849.764,"495 Weaver Skyway
Jenniferport, OR 77808-5741"
59729.2526,6,6,4,31202.18742,1196687.687,"43128 Kevin Lane Suite 880
Lake Brookeborough, MI 16269-0938"
81132.00429,3,2,2,32311.85324,1281113.315,"57811 Crystal Road Apt. 465
New Courtney, MS 95601"
68500.81624,2,6,3,51746.72764,1530729.578,"03124 Jessica Prairie
Lake Edward, DC 65069-7385"
55050.30809,18,7,3,29423.82757,1208664.863,"06369 Amanda Way
Lake Thomaschester, MP 71633-2350"
76840.45801,13,5,4,29860.07831,1417275.667,"71104 Cross Path
Sandramouth, NY 69229"
63428.91645,5,3,6,42996.60608,1195601.962,"605 Collins Islands
North Elizabeth, TN 76959"
90592.46961,3,7,4,37223.87617,2469065.594,"USNS Vargas
FPO AE 56319-6904"
56685.01444,9,6,4,43322.16685,1223100.542,"8584 Darrell Groves
Bennettberg, SD 72404-6826"
69230.74974,1,6,2,43072.19661,1220276.551,"7200 Tammy Place Apt. 727
Morenoland, DE 51392"
68916.65376,16,2,6,42744.82854,1311765.141,"93435 Grace Oval
Pamelaland, NE 21006-4512"
60509.04459,16,4,2,28410.30375,1198313.598,"PSC 4610, Box 2354
APO AP 02895-8370"
85719.31562,0,5,5,32058.35624,1187609.122,"812 Munoz Fords Apt. 233
New Kelly, IA 54531"
62134.02206,0,7,3,32157.13169,1399662.584,"7892 Ross Garden
South Keith, NC 32349"
73435.17519,17,7,4,36239.55617,1597776.771,"606 Mejia Land Apt. 238
Brittanyside, NY 78170-7389"
55612.76294,5,7,4,42258.53738,1355022.283,"31143 Wendy Overpass Suite 905
Robinsonmouth, NY 94261-0324"
70879.9083,14,4,2,22431.60626,1137059.188,"2430 Samuel Stravenue
Port Williamtown, NM 37798-8316"
67461.44623,2,5,3,34573.11218,1053815.097,"09328 Jacqueline Roads
Andersonport, VT 62322"
84439.85575,4,4,4,19835.24732,1242421.532,"125 Jesse Spring
New Benjaminberg, NY 16741"
67802.30909,13,6,5,36129.69101,1222041.016,"359 Davidson Ports Apt. 177
Andreaport, MD 43672"
62685.27075,16,3,2,42018.93857,1025461.134,"7708 Hays Spurs Suite 994
Port Jasonport, TX 65571-9046"
71392.47389,7,6,5,36009.70034,859427.9793,"67217 Andrew Bypass
East Jonathan, KS 49221-7797"
59050.53429,17,7,3,37741.35882,1279803.95,"329 Lee Mountains Apt. 592
West James, NJ 36320-9547"
87895.86521,18,2,5,23876.13221,1671669.452,"76805 Soto Avenue
Masonburgh, PW 85098-2368"
70276.40492,11,6,2,26630.48373,1525601.791,"PSC 4275, Box 9478
APO AP 64444-8885"
72640.26405,10,6,5,31470.61746,998773.9973,"6484 Kayla Mall
West Isaacburgh, MO 37193-8366"
62894.12724,11,3,2,20317.21375,1012321.574,"0551 Crystal Trafficway Apt. 141
Richardhaven, MT 91357"
50846.00806,18,4,2,45357.00431,1252419.196,"9627 Maria Forks Suite 794
Davisberg, NE 50806-5808"
78688.29319,5,4,2,47812.01849,1869313.107,"72754 Nguyen Extension Apt. 174
Woodland, PR 57096"
76397.04314,12,7,3,45281.18657,1800685.922,"0155 Julie Club
Andrewberg, KS 37344"
62162.62813,7,2,6,47747.3639,1393100.423,"71010 Parker Mountain Apt. 263
Carterburgh, GU 54230-0036"
75090.75512,16,4,4,39456.87209,1166558.374,"9282 Campbell Glen
East Patricia, MO 95742"
61801.46537,17,7,1,36326.69694,988175.0074,"8863 Christine Extensions
Port Suechester, MN 59441"
